Gene_ID	MetStarve16h_Control_rep1	MetStarve16h_Control_rep2	MetStarve16h_Control_rep3	MetStarve16h_Starvation_rep1	MetStarve16h_Starvation_rep2	MetStarve16h_Starvation_rep3
ENSG00000251294.1	0	0	0	0	0	0
ENSG00000251296.1	0	0	0	0	0	0
ENSG00000251297.1	0	0	0	0	0	0
ENSG00000251298.1	1	0	0	0	3	0
ENSG00000251299.1	0	0	0	0	0	0
ENSG00000251300.1	0	0	0	0	0	0
ENSG00000251301.8	0	0	0	0	0	0
ENSG00000251303.1	0	0	0	0	0	0
ENSG00000251306.1	0	0	0	0	0	0
ENSG00000251307.1	0	1	0	0	0	2
ENSG00000251308.1	0	0	0	0	0	0
ENSG00000251309.1	0	0	0	0	0	0
ENSG00000251310.1	0	0	0	0	0	0
ENSG00000251311.1	0	0	0	0	0	0
ENSG00000251312.2	0	0	0	0	0	0
ENSG00000251313.1	0	0	0	0	0	0
ENSG00000251314.2	0	0	0	0	0	0
ENSG00000251320.1	0	0	0	0	0	0
ENSG00000251321.1	0	0	0	0	0	0
ENSG00000251322.11	165	146	135	49	59	71
ENSG00000251323.3	13	6	8	3	0	7
ENSG00000251324.1	0	0	0	0	0	0
ENSG00000251325.1	0	0	0	0	0	0
ENSG00000251326.2	0	0	0	0	0	0
ENSG00000251329.1	0	0	0	0	0	0
ENSG00000251330.3	0	0	0	0	0	0
ENSG00000251332.1	0	0	0	1	0	0
ENSG00000251333.3	2	0	2	0	0	1
ENSG00000251334.2	0	0	0	0	0	0
ENSG00000251336.1	0	0	0	0	0	0
ENSG00000251338.1	0	0	0	0	0	0
ENSG00000251339.6	0	0	0	0	0	0
ENSG00000251340.1	0	0	0	0	0	0
ENSG00000251342.1	0	0	0	0	0	0
ENSG00000251345.2	0	0	0	0	0	0
ENSG00000251347.2	0	0	0	3	0	0
ENSG00000251348.1	15	6	6	3	0	13
ENSG00000251349.3	0	0	0	2	2	0
ENSG00000251350.2	0	0	0	0	0	0
ENSG00000251352.1	0	0	0	0	0	0
ENSG00000251353.1	0	0	0	0	0	0
ENSG00000251354.3	0	0	0	0	0	0
ENSG00000251356.1	0	0	0	1	0	0
ENSG00000251357.4	0	0	1	0	2	0
ENSG00000251359.4	17	22	23	27	35	23
ENSG00000251360.2	0	0	0	0	0	0
ENSG00000251361.1	0	0	0	0	0	0
ENSG00000251363.3	0	0	0	0	0	0
ENSG00000251364.9	48	27	37	4	8	5
ENSG00000251365.6	8	8	7	8	10	2
ENSG00000251366.1	0	0	0	0	0	0
ENSG00000251367.1	0	0	0	0	0	0
ENSG00000251368.1	0	0	0	0	0	0
ENSG00000251369.10	344	350	374	484	421	510
ENSG00000251370.1	0	0	0	0	0	0
ENSG00000251371.1	0	0	0	0	0	0
ENSG00000251372.7	0	0	0	0	0	0
ENSG00000251373.1	0	0	0	0	0	0
ENSG00000251374.1	0	0	0	0	0	0
ENSG00000251376.1	0	0	0	0	0	0
ENSG00000251377.2	0	1	0	0	2	0
ENSG00000251378.1	0	0	1	1	0	0
ENSG00000251379.1	0	0	0	0	0	1
ENSG00000251380.3	0	0	0	0	0	0
ENSG00000251381.8	1	0	0	0	1	0
ENSG00000251383.1	0	0	0	0	0	0
ENSG00000251385.2	0	0	0	0	0	0
ENSG00000251387.1	0	0	0	0	0	0
ENSG00000251388.1	0	0	0	0	0	0
ENSG00000251389.1	1	1	0	0	0	0
ENSG00000251391.5	1	0	0	5	0	9
ENSG00000251393.5	0	0	0	1	0	0
ENSG00000251394.6	0	0	0	0	0	0
ENSG00000251395.1	0	0	0	0	0	0
ENSG00000251396.9	13	7	7	3	4	19
ENSG00000251398.2	0	0	0	0	0	0
ENSG00000251399.1	0	0	0	0	0	0
ENSG00000251400.1	5	1	0	0	2	1
ENSG00000251401.2	0	0	0	0	0	0
ENSG00000251402.3	0	1	0	0	0	0
ENSG00000251405.3	0	0	0	0	0	0
ENSG00000251407.1	0	0	0	0	0	0
ENSG00000251408.1	0	0	0	0	0	1
ENSG00000251409.2	0	0	0	0	0	0
ENSG00000251410.2	105	90	86	17	11	18
ENSG00000251411.1	1	0	1	2	0	0
ENSG00000251412.1	0	0	0	0	0	0
ENSG00000251413.1	0	0	0	0	0	0
ENSG00000251414.1	0	0	0	0	0	0
ENSG00000251416.1	0	0	0	0	0	0
ENSG00000251417.2	15	6	6	1	2	6
ENSG00000251418.2	0	0	0	0	0	0
ENSG00000251419.1	0	0	0	0	0	0
ENSG00000251421.2	0	0	0	0	0	0
ENSG00000251423.3	0	0	0	0	0	0
ENSG00000251424.1	0	0	0	0	0	0
ENSG00000251426.1	0	0	0	0	0	0
ENSG00000251427.1	0	0	0	0	0	0
ENSG00000251429.1	1	2	3	0	0	7
ENSG00000251430.1	0	0	0	0	0	0
ENSG00000251431.1	0	0	0	0	0	0
ENSG00000251432.8	69	57	85	49	63	72
ENSG00000251433.1	0	0	0	0	0	0
ENSG00000251434.1	0	0	0	0	0	0
ENSG00000251435.1	0	0	0	0	0	0
ENSG00000251436.2	0	0	0	0	0	0
ENSG00000251437.1	0	0	0	0	0	0
ENSG00000251438.1	0	0	0	0	0	0
ENSG00000251439.1	0	0	0	0	0	0
ENSG00000251440.2	0	0	0	0	0	0
ENSG00000251441.3	5	4	8	1	2	2
ENSG00000251442.8	0	0	0	1	0	0
ENSG00000251443.3	0	0	0	0	0	0
ENSG00000251445.1	0	0	0	0	0	0
ENSG00000251446.1	0	0	0	0	0	0
ENSG00000251447.1	0	0	0	0	0	0
ENSG00000251448.2	0	0	0	0	0	0
ENSG00000251449.2	0	0	0	0	0	0
ENSG00000251450.2	0	0	0	0	0	0
ENSG00000251451.1	1	0	0	0	0	0
ENSG00000251452.2	0	0	0	0	0	0
ENSG00000251453.1	1	0	0	0	0	0
ENSG00000251454.1	0	0	0	0	0	0
ENSG00000251455.1	9	3	4	2	0	1
ENSG00000251456.1	1	0	0	0	0	0
ENSG00000251458.1	0	0	0	0	0	0
ENSG00000251459.2	0	0	0	0	0	0
ENSG00000251460.1	0	0	0	0	0	0
ENSG00000251461.3	0	0	0	0	0	0
ENSG00000251463.2	0	0	0	0	0	1
ENSG00000251464.2	3	1	0	0	0	0
ENSG00000251467.1	3	0	0	0	0	0
ENSG00000251468.2	0	0	0	0	0	0
ENSG00000251470.1	0	0	0	0	0	0
ENSG00000251471.1	0	0	0	0	0	0
ENSG00000251473.2	1	1	4	2	0	1
ENSG00000251474.8	0	0	0	0	0	0
ENSG00000251476.2	0	0	0	0	0	1
ENSG00000251477.1	0	0	0	0	0	0
ENSG00000251478.1	0	0	0	0	0	1
ENSG00000251482.1	0	0	0	0	0	0
ENSG00000251483.2	0	0	0	0	0	0
ENSG00000251484.3	1	2	0	0	0	1
ENSG00000251485.1	10	9	4	4	2	6
ENSG00000251487.1	0	0	0	0	0	0
ENSG00000251488.1	0	0	0	1	0	0
ENSG00000251489.2	0	0	0	0	0	0
ENSG00000251490.1	0	0	0	0	0	0
ENSG00000251491.2	0	0	0	0	0	0
ENSG00000251492.1	0	0	0	0	0	0
ENSG00000251493.5	106	169	141	278	247	178
ENSG00000251495.1	5	2	6	4	5	5
ENSG00000251497.2	0	0	0	0	0	0
ENSG00000251498.1	0	0	0	0	0	0
ENSG00000251501.1	0	0	0	0	0	0
ENSG00000251503.8	7	10	6	9	15	8
ENSG00000251504.1	0	0	0	0	0	0
ENSG00000251506.1	0	0	0	0	0	0
ENSG00000251508.1	0	0	0	0	0	0
ENSG00000251510.1	0	0	0	0	0	0
ENSG00000251511.1	0	0	0	0	0	0
ENSG00000251513.2	4	2	1	1	1	1
ENSG00000251515.1	0	0	0	0	0	0
ENSG00000251516.1	0	0	0	0	0	0
ENSG00000251517.1	0	0	0	0	0	0
ENSG00000251518.1	0	0	0	0	0	0
ENSG00000251520.1	0	0	0	0	0	0
ENSG00000251521.3	0	0	0	0	0	0
ENSG00000251523.1	0	0	0	0	0	0
ENSG00000251525.7	0	0	0	0	0	0
ENSG00000251526.1	0	0	0	0	0	0
ENSG00000251527.1	0	0	0	0	0	0
ENSG00000251529.1	0	0	0	0	0	0
ENSG00000251532.1	1	4	0	0	0	0
ENSG00000251533.2	0	0	0	0	0	0
ENSG00000251535.1	2	2	0	2	1	0
ENSG00000251536.2	0	0	0	0	0	0
ENSG00000251537.4	1	3	4	2	14	20
ENSG00000251538.7	0	0	0	0	0	0
ENSG00000251539.1	0	0	0	0	0	0
ENSG00000251542.1	0	0	0	0	0	0
ENSG00000251543.1	0	0	0	0	0	0
ENSG00000251544.1	0	0	0	0	0	0
ENSG00000251545.2	0	0	0	0	0	0
ENSG00000251546.1	0	0	0	0	0	0
ENSG00000251547.1	0	0	0	0	0	0
ENSG00000251548.1	1	0	0	0	0	1
ENSG00000251549.2	0	0	0	0	0	0
ENSG00000251550.1	1	0	0	0	0	0
ENSG00000251552.1	0	0	0	0	0	0
ENSG00000251553.1	0	0	0	0	0	0
ENSG00000251555.1	0	0	0	0	0	0
ENSG00000251556.1	0	0	0	0	0	0
ENSG00000251557.4	0	0	0	0	0	0
ENSG00000251562.10	106159	41166	49391	44400	35743	144967
ENSG00000251563.1	0	0	0	0	0	0
ENSG00000251566.1	0	0	0	0	0	0
ENSG00000251567.5	0	0	0	0	0	0
ENSG00000251568.1	0	0	0	0	0	0
ENSG00000251569.1	0	0	0	0	0	0
ENSG00000251571.1	0	0	0	1	0	0
ENSG00000251572.2	0	0	0	0	0	0
ENSG00000251573.2	0	0	0	0	0	0
ENSG00000251574.8	5	13	11	5	3	13
ENSG00000251575.3	0	0	1	0	0	0
ENSG00000251576.1	0	0	0	0	0	0
ENSG00000251577.5	0	0	0	0	0	0
ENSG00000251578.1	0	0	0	0	0	0
ENSG00000251579.1	0	0	0	0	0	0
ENSG00000251580.3	106	117	115	102	82	72
ENSG00000251581.1	0	0	0	0	0	0
ENSG00000251583.1	3	2	3	2	3	1
ENSG00000251584.2	0	0	0	0	0	0
ENSG00000251585.1	0	0	0	0	0	0
ENSG00000251586.1	0	0	0	0	0	0
ENSG00000251587.1	0	0	0	0	0	0
ENSG00000251588.2	0	0	0	0	0	0
ENSG00000251590.1	0	0	0	0	0	0
ENSG00000251591.2	0	0	0	0	0	0
ENSG00000251593.1	0	0	0	0	0	0
ENSG00000251595.7	113	104	113	68	41	75
ENSG00000251596.1	2	1	1	0	0	1
ENSG00000251597.1	0	0	0	0	0	0
ENSG00000251598.2	0	0	0	0	3	0
ENSG00000251599.1	0	0	0	0	0	0
ENSG00000251600.8	0	0	0	3	1	4
ENSG00000251601.1	0	0	0	0	0	0
ENSG00000251602.7	118	156	140	75	79	46
ENSG00000251604.1	0	0	0	0	0	0
ENSG00000251605.1	0	0	0	0	0	0
ENSG00000251608.2	0	0	0	0	0	0
ENSG00000251609.2	0	0	0	0	0	0
ENSG00000251610.2	0	0	0	0	0	0
ENSG00000251611.1	0	0	1	0	1	1
ENSG00000251613.4	1	0	2	3	0	1
ENSG00000251614.1	1	0	0	0	0	0
ENSG00000251615.3	49	48	37	22	32	51
ENSG00000251616.1	0	0	0	0	0	0
ENSG00000251618.1	0	0	0	0	0	0
ENSG00000251619.1	0	0	0	0	0	0
ENSG00000251620.3	0	0	0	0	0	0
ENSG00000251621.1	0	0	0	0	0	0
ENSG00000251623.3	0	0	0	0	0	0
ENSG00000251624.1	1	0	0	0	0	0
ENSG00000251627.1	0	0	0	0	0	0
ENSG00000251629.7	0	0	0	0	0	1
ENSG00000251630.1	0	1	0	0	0	0
ENSG00000251632.1	0	0	0	0	1	0
ENSG00000251633.3	0	0	0	0	0	0
ENSG00000251634.2	1	0	0	0	0	0
ENSG00000251635.2	0	1	4	0	1	0
ENSG00000251636.1	0	0	0	0	2	0
ENSG00000251637.6	0	0	0	0	0	0
ENSG00000251638.1	0	0	0	0	0	0
ENSG00000251639.2	0	0	0	0	0	0
ENSG00000251642.1	0	0	0	0	0	0
ENSG00000251643.1	0	0	0	0	0	0
ENSG00000251644.1	0	0	0	0	0	0
ENSG00000251647.2	0	0	0	0	0	0
ENSG00000251648.2	2	0	1	0	0	6
ENSG00000251649.2	0	0	0	0	0	0
ENSG00000251652.1	0	0	0	0	0	0
ENSG00000251654.2	0	0	0	0	0	0
ENSG00000251655.7	0	0	0	0	0	0
ENSG00000251656.1	0	0	0	1	0	0
ENSG00000251660.1	0	0	0	0	0	0
ENSG00000251661.3	2	5	7	0	0	1
ENSG00000251663.1	0	0	0	0	0	0
ENSG00000251664.5	128	104	62	102	87	150
ENSG00000251665.1	0	1	1	0	0	1
ENSG00000251666.1	12	8	13	6	2	10
ENSG00000251667.1	4	0	1	0	0	3
ENSG00000251668.2	0	0	0	0	0	0
ENSG00000251669.7	0	0	0	0	0	0
ENSG00000251670.1	0	0	0	0	0	0
ENSG00000251675.1	0	0	0	0	0	0
ENSG00000251676.2	0	0	0	1	0	0
ENSG00000251678.1	0	0	0	0	0	0
ENSG00000251679.1	0	0	0	0	0	0
ENSG00000251680.6	1	2	0	0	0	0
ENSG00000251682.1	2	6	7	0	2	6
ENSG00000251685.3	0	0	0	0	0	1
ENSG00000251686.1	0	0	0	0	0	0
ENSG00000251687.1	0	0	0	0	0	0
ENSG00000251688.2	3	0	1	0	0	1
ENSG00000251689.1	0	1	1	0	0	1
ENSG00000251691.2	0	0	0	0	0	0
ENSG00000251692.8	15	12	15	16	23	33
ENSG00000251694.1	0	0	0	0	0	0
ENSG00000251697.1	0	0	0	0	0	0
ENSG00000251698.1	0	0	0	0	0	0
ENSG00000251702.1	0	0	0	0	0	0
ENSG00000251703.1	0	0	0	0	0	0
ENSG00000251704.1	0	0	0	0	0	0
ENSG00000251705.1	0	0	0	0	0	0
ENSG00000251706.1	0	0	0	0	0	0
ENSG00000251707.2	0	0	0	0	0	0
ENSG00000251711.1	0	0	0	0	0	0
ENSG00000251712.3	0	0	0	0	0	0
ENSG00000251714.1	0	0	0	0	0	0
ENSG00000251715.1	0	0	0	0	0	0
ENSG00000251717.1	0	0	0	0	0	0
ENSG00000251718.1	0	0	0	0	0	0
ENSG00000251719.1	0	0	0	0	0	0
ENSG00000251720.1	0	0	0	0	0	0
ENSG00000251722.1	0	0	0	0	0	0
ENSG00000251724.1	0	0	0	0	0	0
ENSG00000251726.1	0	0	0	0	0	0
ENSG00000251727.1	0	0	0	0	0	0
ENSG00000251728.1	0	0	0	0	0	0
ENSG00000251729.1	0	0	0	0	0	0
ENSG00000251730.1	0	0	0	0	0	0
ENSG00000251732.1	0	0	0	0	0	0
ENSG00000251733.1	0	1	0	0	0	0
ENSG00000251735.1	0	0	0	0	0	0
ENSG00000251739.1	0	0	0	0	0	0
ENSG00000251741.1	0	0	0	0	0	0
ENSG00000251742.1	0	0	0	0	0	0
ENSG00000251744.1	0	0	0	0	0	0
ENSG00000251745.1	0	0	0	0	0	0
ENSG00000251746.1	0	0	0	0	0	0
ENSG00000251747.1	0	0	0	0	0	0
ENSG00000251748.1	0	0	0	0	0	0
ENSG00000251750.1	0	0	0	0	0	0
ENSG00000251751.1	0	0	0	0	0	0
ENSG00000251752.1	0	0	0	0	0	0
ENSG00000251753.1	0	0	0	0	0	0
ENSG00000251754.1	0	0	0	0	0	0
ENSG00000251756.1	0	0	0	0	0	0
ENSG00000251757.1	0	0	0	0	0	0
ENSG00000251759.1	0	0	0	0	0	0
ENSG00000251760.1	0	0	0	0	0	0
ENSG00000251761.1	0	0	0	0	0	0
ENSG00000251763.1	0	0	0	0	0	0
ENSG00000251764.1	0	0	0	0	0	0
ENSG00000251766.1	0	0	0	0	0	0
ENSG00000251767.1	0	0	0	0	0	0
ENSG00000251768.1	0	0	0	0	0	0
ENSG00000251770.1	0	0	0	0	0	0
ENSG00000251771.2	0	0	0	0	0	0
ENSG00000251773.1	0	0	0	0	0	0
ENSG00000251774.1	0	0	0	0	0	0
ENSG00000251775.1	0	0	0	0	0	0
ENSG00000251776.1	0	0	0	0	0	0
ENSG00000251778.1	0	0	0	0	0	0
ENSG00000251779.1	0	0	0	0	0	0
ENSG00000251781.1	0	0	0	0	0	0
ENSG00000251783.1	0	0	0	0	0	0
ENSG00000251785.1	0	0	0	0	0	0
ENSG00000251787.1	0	0	0	0	0	0
ENSG00000251788.1	0	0	0	0	0	0
ENSG00000251789.2	0	0	0	0	0	0
ENSG00000251791.1	77	116	103	158	132	122
ENSG00000251792.1	0	0	0	0	0	0
ENSG00000251794.1	0	0	0	0	0	0
ENSG00000251796.1	0	0	0	0	0	0
ENSG00000251798.1	0	0	0	0	0	0
ENSG00000251799.1	0	0	0	0	0	0
ENSG00000251802.1	0	0	0	0	0	0
ENSG00000251803.1	0	0	0	0	0	0
ENSG00000251804.1	0	0	0	0	0	0
ENSG00000251805.1	0	0	0	0	0	0
ENSG00000251807.1	0	0	0	0	0	0
ENSG00000251809.1	0	0	0	0	0	0
ENSG00000251810.1	0	0	0	0	0	0
ENSG00000251811.1	0	0	1	0	0	0
ENSG00000251812.1	0	0	0	0	0	0
ENSG00000251813.1	0	0	0	0	0	0
ENSG00000251814.1	0	0	0	0	0	0
ENSG00000251815.1	0	0	0	0	0	0
ENSG00000251816.1	0	0	0	0	0	0
ENSG00000251818.1	0	0	0	0	0	0
ENSG00000251819.1	0	0	0	0	0	0
ENSG00000251821.1	0	0	0	0	0	0
ENSG00000251822.1	0	0	0	0	0	0
ENSG00000251823.2	0	0	0	0	0	0
ENSG00000251825.1	0	0	0	0	0	0
ENSG00000251828.1	0	0	0	0	0	0
ENSG00000251829.1	0	0	0	0	0	0
ENSG00000251830.1	0	0	0	0	0	0
ENSG00000251831.1	0	0	0	0	0	0
ENSG00000251834.1	0	0	0	0	0	0
ENSG00000251835.1	0	0	0	0	0	0
ENSG00000251837.1	0	0	0	0	0	0
ENSG00000251838.1	0	0	0	0	0	0
ENSG00000251839.1	0	0	0	0	0	0
ENSG00000251840.1	0	0	0	0	0	0
ENSG00000251841.1	0	0	0	0	0	0
ENSG00000251842.1	0	0	0	0	0	0
ENSG00000251843.1	0	0	0	0	0	0
ENSG00000251844.1	0	0	0	0	0	0
ENSG00000251850.1	0	0	0	0	0	0
ENSG00000251851.1	0	0	0	0	0	0
ENSG00000251852.1	0	0	0	0	0	0
ENSG00000251854.1	0	0	0	0	0	0
ENSG00000251856.1	0	0	0	0	0	0
ENSG00000251857.1	0	0	0	0	0	0
ENSG00000251858.1	0	0	0	0	0	0
ENSG00000251859.1	0	0	0	0	0	0
ENSG00000251861.1	0	0	0	0	0	0
ENSG00000251862.2	0	0	0	0	0	0
ENSG00000251864.1	0	0	0	0	0	0
ENSG00000251865.1	0	0	0	0	0	0
ENSG00000251866.1	0	0	0	0	0	0
ENSG00000251867.4	33	37	25	18	27	23
ENSG00000251868.1	0	0	0	0	0	0
ENSG00000251869.1	0	0	0	0	0	0
ENSG00000251870.1	0	0	0	0	0	0
ENSG00000251873.1	0	0	0	0	0	0
ENSG00000251874.1	0	0	0	0	0	0
ENSG00000251875.1	0	0	0	0	0	0
ENSG00000251877.1	0	0	0	0	0	0
ENSG00000251878.1	0	0	0	0	0	0
ENSG00000251880.1	0	0	0	0	0	0
ENSG00000251882.1	0	0	0	0	0	0
ENSG00000251883.1	0	0	0	0	0	0
ENSG00000251884.1	0	0	0	0	0	0
ENSG00000251886.1	0	0	0	0	0	0
ENSG00000251887.2	0	0	0	0	0	0
ENSG00000251888.1	0	0	0	0	0	0
ENSG00000251889.1	0	1	0	0	0	0
ENSG00000251890.1	0	0	0	0	0	0
ENSG00000251891.1	0	0	0	0	0	0
ENSG00000251892.1	0	0	0	0	0	0
ENSG00000251893.2	0	0	0	0	0	0
ENSG00000251895.1	0	0	0	0	0	0
ENSG00000251896.1	0	0	0	0	0	0
ENSG00000251897.1	0	0	0	0	0	0
ENSG00000251898.1	4	7	1	0	0	2
ENSG00000251900.1	0	0	0	0	0	0
ENSG00000251904.1	0	0	0	0	0	0
ENSG00000251905.1	0	0	0	0	0	0
ENSG00000251906.2	0	0	0	0	0	0
ENSG00000251907.1	0	0	0	0	0	0
ENSG00000251908.1	0	0	0	0	0	0
ENSG00000251913.1	0	0	0	0	0	0
ENSG00000251914.1	0	0	0	0	0	0
ENSG00000251915.1	0	0	0	0	0	0
ENSG00000251916.1	0	0	0	0	0	0
ENSG00000251917.1	0	0	0	0	0	0
ENSG00000251919.1	0	0	0	0	0	0
ENSG00000251920.1	0	0	0	0	0	0
ENSG00000251922.1	0	0	0	0	0	0
ENSG00000251923.1	0	0	0	0	0	0
ENSG00000251924.1	0	0	0	0	0	0
ENSG00000251925.1	0	0	0	0	0	0
ENSG00000251929.1	0	0	0	0	0	0
ENSG00000251931.1	0	0	0	0	0	0
ENSG00000251934.1	0	0	0	0	0	0
ENSG00000251935.1	0	0	0	0	0	0
ENSG00000251936.1	0	0	0	0	0	0
ENSG00000251937.1	0	0	0	0	0	0
ENSG00000251939.1	0	0	0	0	0	0
ENSG00000251940.1	0	0	0	0	0	0
ENSG00000251941.1	0	0	0	0	0	0
ENSG00000251942.1	0	0	0	0	0	0
ENSG00000251943.1	0	0	0	0	0	0
ENSG00000251946.1	0	0	0	0	0	0
ENSG00000251947.1	0	0	0	0	0	0
ENSG00000251951.1	0	0	0	0	0	0
ENSG00000251952.1	0	0	0	0	0	0
ENSG00000251953.1	0	0	0	0	0	0
ENSG00000251954.1	0	0	0	0	0	0
ENSG00000251955.1	0	0	0	0	0	0
ENSG00000251956.1	0	0	0	0	0	0
ENSG00000251957.1	0	0	0	0	0	0
ENSG00000251958.1	0	0	0	0	0	0
ENSG00000251960.1	0	0	0	0	0	0
ENSG00000251961.1	0	0	0	0	0	0
ENSG00000251964.2	0	0	0	0	0	0
ENSG00000251965.1	0	0	0	0	0	0
ENSG00000251967.1	0	0	0	0	0	0
ENSG00000251970.1	0	0	0	0	0	0
ENSG00000251971.1	0	0	0	0	0	0
ENSG00000251972.1	0	0	0	0	0	0
ENSG00000251973.1	0	0	0	0	0	0
ENSG00000251974.1	0	0	0	0	0	0
ENSG00000251975.1	0	0	0	0	0	0
ENSG00000251976.1	0	0	0	0	0	0
ENSG00000251977.1	0	0	0	0	0	0
ENSG00000251978.1	0	0	0	0	0	0
ENSG00000251980.1	0	0	0	0	0	0
ENSG00000251981.1	0	0	0	0	0	0
ENSG00000251982.1	0	0	0	0	0	0
ENSG00000251983.1	0	0	0	0	0	0
ENSG00000251985.1	0	0	0	0	0	0
ENSG00000251986.1	0	0	0	0	0	0
ENSG00000251987.1	0	0	0	0	0	0
ENSG00000251988.1	0	0	0	0	0	0
ENSG00000251990.1	0	0	0	0	0	0
ENSG00000251991.1	0	0	0	0	0	0
ENSG00000251992.1	0	0	0	0	0	0
ENSG00000251993.1	0	0	0	0	0	0
ENSG00000251994.1	0	0	0	0	0	0
ENSG00000251996.1	0	0	0	0	0	0
ENSG00000251997.1	0	0	0	0	0	0
ENSG00000251998.1	0	0	0	0	0	0
ENSG00000251999.1	0	0	0	0	0	0
ENSG00000252001.1	0	0	0	0	0	0
ENSG00000252002.1	0	0	0	0	0	0
ENSG00000252003.1	0	0	0	0	0	0
ENSG00000252005.2	0	0	0	0	0	0
ENSG00000252008.1	0	0	0	0	0	0
ENSG00000252010.1	204	266	246	347	325	214
ENSG00000252011.1	0	0	0	0	0	0
ENSG00000252012.1	0	0	0	0	0	0
ENSG00000252013.1	0	0	0	0	0	0
ENSG00000252014.1	0	0	0	0	0	0
ENSG00000252015.1	0	0	0	0	0	0
ENSG00000252016.1	0	0	0	0	0	0
ENSG00000252017.1	0	0	0	0	0	0
ENSG00000252018.1	0	0	0	0	0	0
ENSG00000252019.1	0	0	0	0	0	0
ENSG00000252020.1	0	0	0	0	0	0
ENSG00000252021.1	0	0	0	0	0	0
ENSG00000252022.1	0	0	0	0	0	0
ENSG00000252023.1	0	0	0	0	0	0
ENSG00000252025.1	0	0	0	0	0	0
ENSG00000252026.1	0	0	0	0	0	0
ENSG00000252027.1	0	0	0	0	0	0
ENSG00000252028.1	0	0	0	0	0	0
ENSG00000252029.1	0	0	0	0	0	0
ENSG00000252030.1	0	0	0	0	0	0
ENSG00000252031.1	0	0	0	0	0	0
ENSG00000252032.1	0	0	0	0	0	0
ENSG00000252033.1	0	0	0	0	0	0
ENSG00000252034.1	0	0	0	0	0	0
ENSG00000252035.1	0	0	0	0	0	0
ENSG00000252036.1	0	0	0	0	0	0
ENSG00000252037.1	0	0	0	0	0	0
ENSG00000252039.1	0	0	0	0	0	0
ENSG00000252040.1	0	0	0	0	0	0
ENSG00000252041.1	0	0	0	0	0	0
ENSG00000252042.1	0	0	0	0	0	0
ENSG00000252045.1	0	0	0	0	0	0
ENSG00000252046.1	0	0	0	0	0	0
ENSG00000252047.1	0	0	0	0	0	0
ENSG00000252049.1	0	0	0	0	0	0
ENSG00000252050.1	0	0	0	0	0	0
ENSG00000252051.1	0	0	0	0	0	0
ENSG00000252053.1	0	0	0	0	0	0
ENSG00000252057.2	0	0	0	0	0	0
ENSG00000252060.1	0	0	0	0	0	0
ENSG00000252061.1	0	0	0	0	0	0
ENSG00000252062.1	0	0	0	0	0	0
ENSG00000252063.1	0	0	0	0	0	0
ENSG00000252064.1	0	0	0	0	0	0
ENSG00000252065.1	0	0	0	0	0	0
ENSG00000252066.1	0	0	0	0	0	0
ENSG00000252067.1	0	0	0	0	0	0
ENSG00000252068.1	0	0	0	0	0	0
ENSG00000252069.1	0	0	0	0	0	0
ENSG00000252070.1	0	0	0	0	0	0
ENSG00000252072.1	0	0	0	0	0	0
ENSG00000252073.1	0	0	0	0	0	0
ENSG00000252074.1	0	0	0	0	0	0
ENSG00000252076.1	0	0	0	0	0	0
ENSG00000252079.1	0	0	0	0	0	0
ENSG00000252080.1	0	0	0	0	0	0
ENSG00000252081.1	0	0	0	0	0	0
ENSG00000252082.1	0	0	0	0	0	0
ENSG00000252083.1	0	0	0	0	0	0
ENSG00000252084.1	0	0	0	0	0	0
ENSG00000252086.1	0	0	0	0	0	0
ENSG00000252087.1	0	0	0	0	0	1
ENSG00000252089.1	0	0	0	0	0	0
ENSG00000252091.1	0	0	0	0	0	0
ENSG00000252094.1	0	0	0	0	0	0
ENSG00000252096.1	0	0	0	0	0	0
ENSG00000252097.1	0	0	0	0	0	0
ENSG00000252098.1	0	0	0	0	0	0
ENSG00000252101.2	0	0	0	0	0	0
ENSG00000252103.1	0	0	0	0	0	0
ENSG00000252104.1	0	0	0	0	0	0
ENSG00000252105.1	0	0	0	0	0	0
ENSG00000252106.2	0	0	0	0	0	0
ENSG00000252107.1	0	0	0	0	0	0
ENSG00000252108.1	0	0	0	0	0	0
ENSG00000252112.1	0	0	0	0	0	0
ENSG00000252113.2	0	0	0	0	0	0
ENSG00000252115.1	0	0	0	0	0	0
ENSG00000252116.1	0	0	0	0	0	0
ENSG00000252117.1	0	0	0	0	0	0
ENSG00000252118.1	0	0	0	0	0	0
ENSG00000252119.1	0	0	0	0	0	0
ENSG00000252121.1	0	0	0	0	0	0
ENSG00000252122.1	0	0	0	0	0	0
ENSG00000252125.1	0	0	0	0	0	0
ENSG00000252126.2	0	0	0	0	0	0
ENSG00000252128.1	0	0	0	0	0	0
ENSG00000252129.1	0	0	0	0	0	0
ENSG00000252130.1	0	0	0	0	0	0
ENSG00000252132.1	0	0	0	0	0	0
ENSG00000252133.1	0	0	0	0	0	0
ENSG00000252135.1	0	0	0	0	0	0
ENSG00000252136.1	0	0	0	0	0	0
ENSG00000252137.1	0	0	0	0	0	0
ENSG00000252138.1	0	0	0	0	0	0
ENSG00000252139.1	0	0	0	0	0	0
ENSG00000252141.1	0	0	0	0	0	0
ENSG00000252143.1	0	0	0	0	0	0
ENSG00000252145.1	0	0	0	0	0	0
ENSG00000252147.1	0	0	0	0	0	0
